Title,IMDB Rating,Genre
Mr. Church,7.7,"Comedy, Drama"
Mr. Deeds,5.8,"Comedy, Romance"
Mr. Peabody & Sherman,6.8,"Animation, Adventure, Comedy"
French Blood: Mr. Pig,5.8,Horror
Mr. Roosevelt,6.3,Comedy
Mr. Sunshine,6.7,Comedy
Mr. Virgin,4.6,Romance
Mr. Woodcock,5.1,"Comedy, Romance, Sport"
Mrs. Serial Killer,4.8,"Crime, Drama, Thriller"
Mubarakan,5.5,"Comedy, Romance"
Much Ado About Nothing,7.3,"Comedy, Drama, Romance"
Much Loved,6.2,Drama
Mucho Mucho Amor: The Legend of Walter Mercado,7.3,Documentary
Mucize,7.6,"Comedy, Drama, Romance"
Mud,7.4,Drama
Mudbound,7.4,"Drama, War"
Mugamoodi,5.0,"Action, Adventure"
Mujeres Arriba,3.8,Comedy
Mujhse Shaadi Karogi,6.7,"Comedy, Romance"
Mujrim,5.3,"Action, Crime"
Mukhsin,7.2,"Comedy, Drama, Family"
Mumbai Cha Raja,6.3,Drama
Mumbai Delhi Mumbai,5.7,"Comedy, Romance"
Mumbai Matinee,5.2,"Romance, Comedy"
Mumbai Meri Jaan,7.7,Drama
Munafik 2,6.1,Horror
Mundeyan Ton Bachke Rahin,5.5,"Comedy, Romance"
Muppets Most Wanted,6.4,"Adventure, Comedy, Crime"
Muqaddar Ka Faisla,4.7,"Action, Comedy, Drama"
Muramba,8.0,"Comedy, Family"
Muran,6.4,"Action, Thriller"
Murder Mystery,6.0,"Action, Comedy, Crime"
Murder Party,5.8,"Comedy, Crime, Drama"
Music Teacher,6.3,"Drama, Romance"
Must Be... Love,6.8,"Comedy, Romance"
Mustang Island,6.2,Comedy
Mute,5.5,"Mystery, Sci-Fi, Thriller"
Mutiny on the Bounty,7.7,"Adventure, Biography, Drama"
My Amnesia Girl,6.8,Comedy
My Beautiful Broken Brain,7.1,"Documentary, Biography"
My Birthday Song,5.5,Thriller
My Brother... Nikhil,7.2,"Drama, Sport"
My Entire High School Sinking Into the Sea,6.1,"Animation, Action, Comedy"
My Ex,5.3,Horror
My Ex-Ex,4.5,"Comedy, Romance"
My Friend Pinto,5.3,"Comedy, Crime, Drama"
My Girl,6.9,"Comedy, Drama, Family"
My Little Pony Equestria Girls: Forgotten Friendship,7.3,"Animation, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi"
My Little Pony: Equestria Girls - Friendship Games,6.6,"Animation, Family, Fantasy"
My Little Pony: Equestria Girls - Legend of Everfree,6.5,"Animation, Comedy, Family"
My Little Pony: Equestria Girls - Rainbow Rocks,7.0,"Animation, Adventure, Comedy"
My Little Pony Equestria Girls: Rollercoaster of Friendship,6.4,"Animation, Comedy, Drama, Fantasy, Musical"
My Own Man,6.4,"Documentary, Comedy, Drama"
My Perfect Romance,4.7,Romance
My Scientology Movie,6.7,Documentary
My Sister's Keeper,7.3,"Drama, Family"
My Stupid Boss,7.1,Comedy
My Stupid Boss 2,6.6,"Adventure, Comedy"
My Suicide,7.1,"Comedy, Drama"
"My Teacher, My Obsession",4.4,"Drama, Thriller"
My Way,7.6,"Documentary, Adventure, Drama"
My Week with Marilyn,6.9,"Biography, Drama"
My Wife and I,N/A,Comedy
Mystic Pizza,6.3,"Comedy, Drama, Romance"
Mystic River,7.9,"Crime, Drama, Mystery"
Mythily Veendum Varunnu,2.2,Horror
Myths,7.7,Drama
Naa Bangaaru Talli,7.1,"Crime, Drama, Family"
Naam Shabana,6.3,"Action, Thriller"
Naan Sigappu Manithan,6.6,"Action, Drama, Thriller"
Nacho Libre,5.8,"Comedy, Family, Sport"
Nails,4.7,"Horror, Mystery"
Naked,7.8,"Comedy, Drama"
Namak Halaal,7.3,"Action, Comedy, Drama"
Namastey London,7.1,"Comedy, Drama, Romance"
Namour,6.7,Drama
Nang Nak,6.5,"Action, Horror, Romance"
Naomi and Ely's No Kiss List,5.5,"Comedy, Drama, Romance"
Nappily Ever After,6.4,"Comedy, Drama, Romance"
Naruto,8.3,"Animation, Action, Adventure"
Nasha,3.2,"Drama, Thriller"
Nasha Natasha,6.5,"Documentary, Biography, Music"
Natalia Valdebenito: El especial,4.9,Comedy
Natalia Valdebenito: Gritona,5.6,Comedy
Natalie Palamides: Nate - A One Man Show,6.6,Comedy
Nate Bargatze: The Tennessee Kid,7.6,Comedy
Nathicharami,7.2,Drama
National Parks Adventure,7.0,"Documentary, Short"
National Treasure,6.9,"Action, Adventure, Mystery"
Natural Born Pranksters,3.5,Comedy
Natural Selection,5.1,Drama
Naughty Jatts,6.2,Comedy
Ne Zha zhi mo tong jiang shi,7.5,"Animation, Action, Adventure"
Neal Brennan: 3 Mics,7.9,Comedy
Needhi Singh,6.2,"Action, Drama, Thriller"
Neevevaro,6.8,"Action, Drama, Romance"
Neruda,6.8,"Biography, Crime, Drama"
Neseli Hayat,6.1,Comedy
Never Heard,5.6,"Drama, Family"
New Money,4.8,"Drama, Fantasy"
New York Minute,5.0,"Comedy, Crime, Family"
Newness,6.3,"Drama, Romance"
Next,6.2,"Action, Sci-Fi, Thriller"
Next Enti?,4.5,"Comedy, Drama, Romance"
Next Gen,6.6,"Animation, Action, Adventure"
Nibunan,6.6,"Action, Crime, Thriller"
Nigerian Prince,5.8,"Crime, Drama, Thriller"
Night Comes On,6.6,Drama
Night Moves,6.0,"Drama, Thriller"
Nightcrawler,7.8,"Crime, Drama, Thriller"
Nights in Rodanthe,6.0,"Drama, Romance"
Nikki Glaser: Bangin',6.0,Comedy
Nila,6.7,"Drama, Romance"
Nimbe: The Movie,5.7,Drama
Ninja Assassin,6.3,"Action, Thriller"
Niyazi Gül Dörtnala,4.5,"Action, Adventure, Comedy"
Njan Prakashan,7.7,"Comedy, Drama"
No Entry,6.6,"Comedy, Drama, Musical"
No Estoy Loca,5.7,"Comedy, Drama"
No Longer Kids,9.0,Comedy
No One Killed Jessica,7.2,"Biography, Crime, Drama"
No Other Woman,6.0,Drama
No Reservations,6.3,"Comedy, Drama, Romance"
Noblemen,5.8,Drama
Nocturnal Animals,7.5,"Drama, Thriller"
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,"Documentary, Comedy"
Norm of the North: Family Vacation,2.8,"Animation, Adventure, Comedy"
Norm of the North: Keys to the Kingdom,3.0,"Animation, Adventure, Comedy"
Norm of the North: King Sized Adventure,3.2,"Animation, Adventure, Comedy"
Norman Lear: Just Another Version of You,7.3,"Documentary, Biography, History"
Notes on Blindness,7.1,"Documentary, Drama"
Nothing to Hide,6.2,"Adult, Comedy, Drama"
Nothing to Lose,6.7,"Action, Adventure, Comedy"
November Criminals,5.3,"Crime, Drama, Mystery"
Now and Then,6.8,"Comedy, Drama, Romance"
Now More Than Ever: The History of Chicago,7.1,"Documentary, Biography, History"
Nowhere Boy,7.1,"Biography, Drama, Music"
Nowhere Man,8.4,"Mystery, Sci-Fi, Thriller"
O Silêncio do Céu,6.5,"Drama, Thriller"
Oasis: Supersonic,7.2,"Short, Music"
Obvious Child,6.8,"Comedy, Drama, Romance"
Océans,7.8,Documentary
Occupation,4.7,"Action, Drama, Sci-Fi"
Ocean's Eleven,7.7,"Crime, Thriller"
Ocean's Thirteen,6.9,"Crime, Thriller"
Ocean's Twelve,6.5,"Crime, Thriller"
Octonauts and the Caves of Sac Actun,6.3,"Animation, Adventure, Comedy"
Octonauts and the Caves of Sac Actun,6.3,"Animation, Adventure, Comedy"
Odu Raja Odu,6.9,"Comedy, Crime, Drama"
Off Course,8.2,Thriller
Officer Downe,4.2,"Action, Comedy, Sci-Fi"
Offline - Das Leben ist kein Bonuslevel,5.0,"Adventure, Comedy"
Oh Darling Yeh Hai India,4.2,Comedy
Oh My God,6.1,Documentary
"Oh, Hello on Broadway",7.7,Comedy
"Oh, Ramona!",4.8,"Comedy, Romance"
"Love, Honor and Oh! Baby",7.4,"Short, Comedy"
Okja,7.3,"Action, Adventure, Drama"
Old Money,7.4,"Short, Drama"
Olmo & the Seagull,7.2,"Documentary, Drama, Romance"
Olympus Has Fallen,6.5,"Action, Thriller"
Om Shanti Om,6.7,"Action, Comedy, Drama"
Omar,7.5,"Crime, Drama, Romance"
On My Skin,N/A,Short
On the Real,8.3,Comedy
On the Wrong Track,N/A,"Short, Drama"
On Yoga the Architecture of Peace,7.8,Documentary
Onaatah: Of the Earth,8.4,"Drama, Romance"
Once Again,7.0,"Drama, Romance"
Once in a Lifetime Sessions with Nile Rodgers,7.6,Music
Once Upon a Time in London,5.6,Crime
Once Upon a Time in Mumbaai,7.4,"Action, Crime, Drama"
Once Upon a Time in Mumbai Dobaara!,4.5,"Action, Crime, Drama"
Once Upon a Time in the West Oakland,N/A,"Short, Western"
One 2 Ka 4,5.4,"Action, Comedy, Crime"
One by Two,4.2,"Comedy, Drama, Romance"
One Day,7.0,"Drama, Romance"
One Day: Justice Delivered,5.0,"Action, Crime, Thriller"
One Direction: This Is Us,4.3,"Documentary, Music"
One in a Billion,6.7,Documentary
One Last Shot,6.7,"Short, Comedy, Drama"
One Last Thing,6.3,Drama
One More Try,6.1,Drama
One Night Stand,5.8,"Drama, Romance"
One Take,5.7,"Documentary, Music"
Only,5.1,"Drama, Romance, Sci-Fi"
Only God Forgives,5.7,"Action, Crime, Drama"
Only Mine,4.7,"Drama, Thriller"
Only the Dead,7.7,"Documentary, Biography, History"
Open Season,6.1,"Animation, Adventure, Comedy"
Opening Night,8.0,Drama
Operações Especiais,6.4,"Action, Crime"
Operation Christmas Drop,5.8,"Comedy, Family, Romance"
Operator,4.3,"Action, Thriller"
Ordinary People,7.7,Drama
Ordinary World,5.5,"Comedy, Drama, Music"
Organize Isler,7.4,"Comedy, Drama"
Other People,6.8,"Comedy, Drama"
OtherLife,6.3,"Crime, Drama, Mystery"
Oththa Seruppu Size 7,8.5,"Drama, Thriller"
Ottaal,8.3,Drama
Our Godfather,6.8,"Documentary, Crime, History"
Our House,5.3,"Drama, Horror, Mystery"
Our Idiot Brother,6.4,"Comedy, Drama"
Our Souls at Night,6.9,"Drama, Romance"
Ouran High School Host Club,7.5,"Comedy, Romance"
Out of Life,N/A,"Short, Drama"
Outlaw King,6.9,"Action, Biography, Drama"
Outlawed,4.8,Action
Outside In,6.7,Drama
Over the Moon,6.4,"Animation, Adventure, Comedy"
Oversize Cops,6.0,"Action, Comedy"
Oye Lucky! Lucky Oye!,7.7,"Action, Comedy, Crime"
P,5.0,"Drama, Horror"
P Se PM Tak,3.8,"Comedy, Drama"
P.S. I Love You,7.0,"Comedy, Drama, Romance"
Paan Singh Tomar,8.2,"Action, Biography, Crime"
Paathi: the Half,6.1,"Drama, Horror"
Paava Kadhaigal,8.1,Drama
Pachamama,6.8,"Animation, Adventure, Family"
Paddleton,7.2,"Comedy, Drama"
Paharganj,4.5,"Crime, Drama, Mystery"
Paheli,6.5,"Comedy, Drama, Fantasy"
Pahuna,N/A,Drama
Paid in Full,7.1,"Action, Crime, Drama"
Paint It Black,5.7,Drama
Painted Faces,6.0,"Crime, Mystery"
Palermo Hollywood,5.4,Drama
Director's Notebook: Pan's Labyrinth,8.0,"Documentary, Short"
Pandigai,6.4,"Action, Romance, Thriller"
Pandora,4.2,"Action, Drama, Sci-Fi"
Panic Room,6.8,"Crime, Drama, Thriller"
Panoptic,6.2,Documentary
Pants on Fire,5.2,"Comedy, Family"
Papa the Great,5.4,Family
Paper Year,5.2,"Drama, Romance"
Paradise Beach,4.5,"Action, Crime, Drama"
Paradise Lost,7.1,"Drama, Mystery"
Paradox,4.6,"Action, Drama, Sci-Fi"
Paranormal Activity,6.3,"Horror, Mystery"
Paranormal Investigation,3.7,"Horror, Thriller"
ParaNorman,7.0,"Animation, Adventure, Comedy"
Pardes,7.0,"Drama, Musical, Romance"
Pari,6.6,"Fantasy, Horror, Mystery"
Park Na-rae: Glamour Warning,4.9,Comedy
Parmanu: The Story of Pokhran,7.6,"Action, Drama, History"
Parrot Sketch Not Included: Twenty Years of Monty Python,8.1,Comedy
Paskal: The Movie,6.8,"Action, Drama"
Passenger 57,5.9,"Action, Crime, Thriller"
Patiala House,5.6,"Drama, Sport"
Patria,8.2,Drama
Patriot Games,6.9,"Action, Thriller"
Patron Mutlu Son Istiyor,6.1,"Comedy, Romance"
Patton Oswalt: Annihilation,7.2,Comedy
Patton Oswalt: I Love Everything,6.4,Comedy
Paul Blart: Mall Cop,5.2,"Action, Comedy, Crime"
Paulettante Veedu,3.3,Drama
Payday,7.1,"Drama, Music"
Paying Guests,4.3,"Comedy, Drama"
Peace Haven,6.5,"Comedy, Drama, Fantasy"
Pedal the World,5.0,Documentary
Pee Mak Phrakanong,7.3,"Comedy, Horror, Romance"
Pee-wee's Big Holiday,6.1,"Comedy, Family"
Peepli [Live],7.4,"Comedy, Drama"
Pegasus,6.0,"Animation, Short, Fantasy"
Pek Yakinda,7.4,"Comedy, Drama, Romance"
Pekak,6.2,Drama
Penalty,5.5,Sport
Penelope,6.7,"Comedy, Fantasy, Romance"
People You May Know,5.6,"Comedy, Drama, Romance"
Peppermint,6.5,"Action, Crime, Drama"
Perdida,5.6,"Crime, Drama, Mystery"
Perfect Bid: The Contestant Who Knew Too Much,6.6,"Documentary, History"
Perfect Stranger,5.7,"Crime, Mystery, Thriller"
Persona,8.1,"Drama, Thriller"
Personal Shopper,6.1,"Mystery, Thriller"
Pete Davidson: Alive from New York,6.1,Comedy
Peter and the Farm,7.1,Documentary
Peter Rabbit,6.6,"Animation, Adventure, Comedy"
Pets United,3.8,"Animation, Adventure, Comedy"
Petta,7.3,"Action, Drama"
Phantom,5.9,"Drama, History, Thriller"
Phantom Boy,6.6,"Animation, Action, Adventure"
Philadelphia,7.7,Drama
Phir Bhi Dil Hai Hindustani,6.2,"Comedy, Drama, Musical"
Phir Hera Pheri,7.1,"Comedy, Crime"
Phir Se,N/A,"Mystery, Romance"
Phone Swap,6.2,"Comedy, Romance"
Photocopy,7.5,Drama
Phullu,6.1,"Comedy, Drama"
Pickpockets: Maestros del robo,5.4,"Crime, Drama"
Pieces of a Woman,7.1,Drama
Piercing,5.6,"Horror, Mystery, Thriller"
Pierre Jackson,6.5,Romance
Pihu,6.7,"Drama, Thriller"
Pimpal,7.4,Drama
Pine Gap,7.2,"Drama, Mystery, Thriller"
Pineapple Express,6.9,"Action, Comedy, Crime"
Pink,8.1,"Crime, Drama, Thriller"
Pinky Memsaab,6.4,"Drama, Family"
Pitaah,6.3,"Action, Drama"
Pizza,8.0,"Horror, Thriller"
"Pizza, birra, faso",7.1,"Crime, Drama"
PK,8.1,"Comedy, Drama, Musical"
"Plaire, aimer et courir vite",6.8,"Drama, Romance"
Planet 51,6.0,"Animation, Adventure, Comedy"
Planet Hulk,6.8,"Animation, Action, Adventure, Drama, Sci-Fi"
Planetarium,4.6,"Drama, Fantasy, Mystery"
Platoon,8.1,"Drama, War"
Players,4.1,"Action, Crime, Thriller"
Playing for Keeps,5.7,"Comedy, Romance, Sport"
Playing for Time,7.4,"Drama, Music"
Poacher,6.6,"Short, Action, Crime"
Pocoyo,7.3,"Animation, Comedy, Family"
Point Blank,7.3,"Crime, Drama, Thriller"
Pokémon the Movie: I Choose You,6.3,"Animation, Action, Adventure"
Pokémon: Mewtwo Strikes Back - Evolution,5.7,"Animation, Action, Family"
Polaroid,5.2,"Drama, Horror, Mystery"
Pooja Kiven Aa,4.8,Comedy
"Pop, Lock 'n Roll",5.4,Music
Pope Francis: A Man of His Word,6.4,"Documentary, Biography"
Popeye,5.3,"Adventure, Comedy, Family"
Porto,6.1,"Drama, Romance"
Poseidon,5.7,"Action, Adventure, Thriller"
Posesif,7.3,"Drama, Romance"
Poshter Girl,6.8,Comedy
Postcards from London,5.2,Drama
Poster Boys,5.4,Comedy
Potato Potahto,4.3,Comedy
Pottersville,5.4,Comedy
Power Paandi,7.5,"Action, Drama, Musical"
Prague,5.7,"Horror, Mystery, Romance"
Pranaam,4.4,"Action, Crime, Drama"
Prem Ratan Dhan Payo,4.4,"Action, Drama, Musical"
Premachi Goshta,7.3,Romance
Prescription Thugs,7.0,Documentary
Pretty Little Stalker,3.5,"Drama, Mystery, Thriller"
Pretville,4.5,Musical
Primal Fear,7.7,"Crime, Drama, Mystery"
Prince,4.3,"Action, Sci-Fi, Thriller"
Prince Charming,6.1,"Adventure, Comedy, Family, Fantasy, Romance"
Princess Cyd,6.7,"Drama, Romance"
Private Life,7.2,"Comedy, Drama"
Professor,7.0,"Comedy, Drama, Musical"
Professor Mack,4.4,"Comedy, Romance"
Project Marathwada,6.5,Drama
Project Papa,6.6,Drama
Project Power,6.0,"Action, Crime, Sci-Fi"
Prom Night,3.9,"Horror, Mystery"
Prospect,6.3,"Adventure, Drama, Sci-Fi"
Psycho,8.5,"Horror, Mystery, Thriller"
Psychokinesis,N/A,Adventure
Puerto Ricans in Paris,5.3,Comedy
Pukar,6.8,"Action, Drama, Romance"
Pulang,6.7,Drama
Pulp Fiction,8.9,"Crime, Drama"
Punjab 1984,8.4,"Drama, Family, History"
Pup Star,4.4,"Comedy, Family"
Pup Star: Better 2Gether,4.6,Family
Pup Star: World Tour,4.3,"Comedy, Family, Musical"
Puppy Star Christmas,4.0,"Comedy, Family, Musical"
puriyatha puthir,7.5,Crime
Pusher,7.4,"Crime, Thriller"
Puss in Book: Trapped in an Epic Tale,5.4,"Animation, Short, Action"
Puss in Boots,6.6,"Animation, Adventure, Comedy"
Pyaar Ka Punchnama,7.6,"Comedy, Drama, Romance"
Pyaar Ka Punchnama 2,7.2,"Comedy, Drama, Romance"
Pyaar Ke Side Effects,6.7,"Comedy, Drama, Romance"
Pyar Ke Do Pal,6.1,"Action, Drama"
Qarib Qarib Singlle,7.1,"Comedy, Romance"
Qila,5.2,"Drama, Family, Music"
Qismat,8.4,"Drama, Romance"
Qlimax: The Source,7.4,"Music, Musical"
Quantum of Solace,6.6,"Action, Adventure, Thriller"
Quartet,6.8,"Comedy, Drama, Music"
Queen,8.2,"Adventure, Comedy, Drama"
Queen of the Desert,5.7,"Adventure, Biography, Drama"
Quién te cantará,7.0,"Drama, Music, Mystery"
Quiet Victory: The Charlie Wedemeyer Story,7.2,Drama
Quigley Down Under,6.9,"Action, Adventure, Drama"
Quincy,7.6,"Documentary, Biography"
R.K.Nagar,5.2,Comedy
Raat Akeli Hai,7.3,"Crime, Drama, Mystery"
Race,7.1,"Biography, Drama, Sport"
Race 2,5.4,"Action, Crime, Thriller"
Race to Witch Mountain,5.7,"Action, Adventure, Family"
Rachel Getting Married,6.7,"Drama, Romance"
Radio Rebel,5.9,"Comedy, Drama, Family"
Radiopetti,7.2,Drama
Radium Girls,6.3,"Drama, History"
Raees,6.8,"Action, Crime, Drama"
Raging Bull,8.2,"Biography, Drama, Sport"
Ragini MMS,4.9,"Drama, Horror, Mystery"
Ragini MMS 2,3.8,Horror
Rahasya,7.6,"Mystery, Thriller"
Rain Man,8.0,Drama
Rainbow Jelly,7.1,Drama
Rainbow Time,5.9,"Comedy, Drama"
Raising the Bar,7.4,Drama
Raising Victor Vargas,7.2,"Drama, Romance"
Raja Hindustani,6.2,"Action, Comedy, Drama"
Raja Natwarlal,6.1,"Crime, Thriller"
Rajma Chawal,5.8,"Comedy, Drama, Family"
Rajnigandha,7.3,"Drama, Romance"
Rakkhosh,4.8,Horror
Ralphie May: Imperfectly Yours,5.6,"Documentary, Comedy"
Ralphie May: Unruly,4.8,Comedy
"Ram Dass, Going Home",7.1,"Documentary, Short"
Ram Jaane,5.4,"Action, Crime, Drama"
Ram Teri Ganga Maili,6.7,"Drama, Musical, Romance"
Raman Raghav 2.0,7.4,"Crime, Drama, Thriller"
Ramji Londonwaley,6.7,"Comedy, Drama, Family"
Rampage: President Down,4.8,"Action, Crime, Thriller"
Rampant,7.1,"Short, Horror"
Ranbhool,5.4,Thriller
Rang De Basanti,8.1,"Comedy, Crime, Drama"
Rango,7.2,"Animation, Adventure, Comedy"
Rangoon,5.6,"Action, Drama, History"
Rangreza,5.2,"Music, Romance"
Rattlesnake,4.6,"Drama, Horror, Mystery"
Ravenous,7.0,"Adventure, Horror, Western"
"Ray Romano: Right Here, Around the Corner",7.2,"Documentary, Comedy"
Reaction,8.1,Comedy
Ready,4.8,"Action, Comedy, Romance"
Ready to Mingle,5.6,"Reality-TV, Romance"
Real Steel,7.0,"Action, Drama, Sci-Fi"
Rebecca,8.1,"Drama, Mystery, Romance"
Rebel Without a Cause,7.7,Drama
Rebirth,5.0,Thriller
Recall,2.9,"Crime, Drama, Thriller"
Red Christmas,4.3,"Horror, Thriller"
Red Dawn,5.4,"Action, Drama"
Red Trees,6.4,Documentary
Redemption,5.6,Drama
Regatta,4.5,"Action, Crime, Drama"
Reggie Watts: Spatial,6.1,"Comedy, Music"
Reincarnated,6.2,"Documentary, Music"
ReMastered: The Two Killings of Sam Cooke,7.3,"Documentary, Music"
Rembat,5.1,Comedy
Remember,7.5,"Drama, Mystery, Thriller"
Remember Me,7.1,"Drama, Romance"
Rememory,6.2,"Drama, Mystery, Sci-Fi"
Rencor tatuado,4.8,"Comedy, Romance, Thriller"
Resident Evil: Afterlife,5.8,"Action, Horror, Sci-Fi"
Residente,8.0,"Documentary, Music"
Residue,6.1,"Drama, Horror, Mystery"
Restless Creature: Wendy Whelan,7.1,Documentary
Results,5.4,"Comedy, Romance"
Retablo,7.3,Drama
Return of the Prodigal Son,N/A,Documentary
Revelations,6.4,"Fantasy, Drama, Mystery"
Revenge of the Green Dragons,5.3,"Action, Crime, Drama"
Revenge of the Pontianak,5.2,"Horror, Romance"
Revenger,5.7,"Action, Crime, Thriller"
Revolt,5.3,"Action, Adventure, Sci-Fi"
Revolting Rhymes,7.9,"Animation, Comedy, Drama"
Revolutionary Road,7.3,"Drama, Romance"
Rezeta,5.7,"Comedy, Drama, Romance"
Rhys Nicholson: Live at the Athenaeum,7.7,Comedy
Ricardo O'Farrill: Abrazo genial,5.5,Comedy
Ricardo O'Farrill: Abrazo navideño,5.7,Comedy
Ricardo Quevedo: Hay gente así,6.4,Comedy
Rich in Love,6.2,Drama
Richard Pryor: Live in Concert,8.1,"Documentary, Comedy"
Ricky Gervais: Humanity,8.0,Comedy
Ride Like a Girl,7.0,"Biography, Drama, Sport"
Riding Faith,4.4,Family
"Right Here, Right Now",7.8,"Short, Comedy, Drama"
Righteous Kill,6.0,"Crime, Drama, Mystery"
Rim of the World,5.2,"Action, Adventure, Comedy"
Rip Tide,5.5,"Drama, Family"
Rise of the Zombie,3.5,"Drama, Horror, Thriller"
Rise: Ini Kalilah,5.0,Drama
Trapped in Tradition: Rivaaz,5.3,"Crime, Drama, Thriller"
River's Edge,7.0,"Crime, Drama"
Riverdale,6.7,"Crime, Drama, Mystery"
Rize,7.1,"Documentary, Music"
Road to High & Low,6.6,"Action, Drama"
Road to Sangam,7.4,"Drama, Thriller"
Road to Yesterday,6.1,"Drama, Romance, Thriller"
Road Trip: Beer Pong,4.9,Comedy
"Rob Schneider: Asian Momma, Mexican Kids",5.5,Comedy
Robin Hood: The Rebellion,3.7,"Action, Adventure, History"
Rocco,5.7,Documentary
Rock My Heart,6.5,Drama
Rock On!!,7.7,"Drama, Music"
Rocko's Modern Life: Static Cling,7.0,"Animation, Action, Adventure, Comedy, Family"
Rocky,8.1,"Drama, Sport"
Rocky Handsome,6.8,"Action, Crime, Drama"
Rocky II,7.3,"Drama, Sport"
Rocky III,6.8,"Drama, Sport"
Rocky IV,6.9,"Drama, Sport"
Rocky V,5.3,"Drama, Sport"
Rodney Carrington: Here Comes the Truth,4.4,"Documentary, Comedy"
Rodney King,5.7,"Comedy, Drama"
Rogue Warfare,2.8,"Action, War"
Rogue Warfare: The Hunt,3.1,Action
Roh's Beauty,3.6,Drama
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.6,"Documentary, Biography, History"
Roma,7.7,Drama
Romantik Komedi,5.3,"Comedy, Romance"
Romantik Komedi 2: Bekarliga Veda,5.2,"Comedy, Romance"
Romeo Akbar Walter,6.6,"Action, Drama, Thriller"
Romeo Ranjha,4.7,"Action, Comedy, Romance"
Romina,2.2,"Horror, Thriller"
"Ron White: If You Quit Listening, I'll Shut Up",6.5,Comedy
Ronnie Coleman: The King,7.0,Documentary
Ronny Chieng: Asian Comedian Destroys America,7.4,Comedy
Room,8.1,"Drama, Thriller"
Room for Rent,5.4,"Crime, Horror, Mystery"
Room on the Broom,7.6,"Animation, Comedy, Family, Fantasy"
Roped,5.4,"Drama, Romance"
Rory Scovel Tries Stand-Up for the First Time,6.7,"Documentary, Comedy"
Rosemary's Baby,8.0,"Drama, Horror"
Rounders,7.3,"Crime, Drama"
Rowdy Rathore,5.7,"Action, Comedy, Crime"
Roxanne Roxanne,6.2,"Biography, Drama, Music"
Royal Pains,7.1,"Comedy, Drama"
Rudy Habibie: Habibie & Ainun 2,7.6,"Biography, Drama, Romance"
Rugrats in Paris: The Movie - Rugrats II,6.2,"Animation, Adventure, Comedy"
Rukh,6.4,"Drama, Mystery"
Rumble,7.1,"Adventure, Comedy, Drama"
Rumor Has It,5.7,Game-Show
Run,6.7,"Mystery, Thriller"
Runaway Bride,5.6,"Comedy, Romance"
Running for Grace,6.2,"Family, Romance"
Running Out Of Time,4.3,Thriller
Running Shaadi,6.6,"Comedy, Romance"
Russell Howard: Recalibrate,7.4,Comedy
Russell Madness,4.2,Family
Russell Peters: Almost Famous,6.6,Comedy
Russell Peters: Notorious,7.1,Comedy
Rust Creek,5.9,"Crime, Drama, Thriller"
Rustom,7.1,"Crime, Drama, Thriller"
Ryan Hamilton: Happy Face,7.3,"Documentary, Comedy"
S.W.A.T.,6.0,"Action, Adventure, Crime"
Saadey CM Saab,5.4,"Comedy, Family"
Saaho,5.2,"Action, Thriller"
Saath Saath,7.1,Drama
Saavat,N/A,"Short, Drama"
Saawan,7.4,"Drama, Thriller"
Sabrina,7.7,"Comedy, Drama, Romance"
Sacred Games,8.6,"Action, Crime, Drama"
Sadece sen,7.3,"Action, Drama, Romance"
Sadie's Last Days on Earth,5.3,Comedy
Sadma,8.4,"Drama, Romance"
Sadqay Tumhare,7.4,Romance
Saeed Mirza: The Leftist Sufi,7.7,Documentary
Safety Not Guaranteed,7.0,"Comedy, Drama, Romance"
Sahara,6.0,"Action, Adventure, Comedy"
Saheb Bibi Golaam,6.5,"Action, Crime, Drama"
Saheb Biwi Aur Gangster Returns,6.8,"Action, Crime, Drama"
Sairat,8.3,"Drama, Romance"
Sakaling maging tayo,7.1,"Comedy, Romance"
Sakhi,6.9,Drama
Salaakhen,5.4,"Action, Drama"
Saladin,8.7,Animation
Sam Jay: 3 in the Morning,6.4,Comedy
Sam Kinison: Breaking the Rules,7.3,"Documentary, Comedy"
The Sam Kinison Family Entertainment Hour,6.8,"Documentary, Comedy, Music"
Sam Kinison: Live in Vegas,4.6,Comedy
Samantaral,7.6,Drama
Same Kind of Different as Me,6.7,"Biography, Drama"
Sample This,6.4,"Documentary, Music"
Samson,4.4,"Action, Drama"
Sanai Choughade,7.3,Comedy
Sand Castle,6.3,"Action, Drama, War"
Sand Storm,N/A,"Short, Action, Drama"
Sandy Wexler,5.2,Comedy
Sangam,7.5,"Drama, Musical, Romance"
Sanju,7.7,"Biography, Comedy, Drama"
Santa Banta Pvt Ltd,2.8,"Comedy, Crime, Drama"
Santa Claws,3.1,"Family, Fantasy"
Santa Girl,5.0,"Comedy, Family, Romance"
Santa's Apprentice,6.4,"Animation, Comedy, Family"
Santana,3.8,"Action, Crime, Drama"
Sarah Cooper: Everything's Fine,5.6,Comedy
Sarah Silverman: A Speck of Dust,6.8,Comedy
Sarajevo,6.7,"Drama, History, War"
Sardaar Ji,6.4,"Comedy, Fantasy, Horror"
Sardaarji 2,5.2,"Adventure, Comedy"
Sarivar Sari,7.2,Drama
Sarvopari Palakkaran,5.0,Comedy
